Date,Open,High,Low,Close,Volume
13/07/2026 15:30:00,379.7,379.85,375.4,377.85,3204238
14/07/2026 15:30:00,377.85,379,374.55,377.7,3224890
15/07/2026 15:30:00,377.7,385,377.3,380.9,5743594
16/07/2026 15:30:00,381.1,385.3,376.65,377.1,3391530
17/07/2026 15:30:00,377.1,379.2,375.25,377.25,2626498
20/07/2026 15:30:00,377,385.5,375.55,384.3,4957842
21/07/2026 15:30:00,385.95,388.1,380,381.45,3013353
22/07/2026 15:30:00,379.65,380.9,377.35,378.55,2152210
23/07/2026 15:30:00,376,379.5,374,376.15,1687994
24/07/2026 15:30:00,373.4,375.75,371.4,374.4,1700724
27/07/2026 15:30:00,376.75,379,374.45,377.35,2369047
28/07/2026 15:30:00,382,383.5,367.85,371.35,9124123
29/07/2026 15:30:00,371.35,379.7,370,377.25,4420793
30/07/2026 15:30:00,377.2,377.9,374.25,375.95,2740317
31/07/2026 15:30:00,378,381.35,377.15,380.7,3006383
03/08/2026 15:30:00,382,382.9,378.05,382,2051770
04/08/2026 15:30:00,382,384.2,380,380,2280780
05/08/2026 15:30:00,381.9,383.25,378.65,383,1675427
06/08/2026 15:30:00,382.05,382.75,377.2,378.6,2531350
07/08/2026 15:30:00,378.6,382.7,377.3,380.55,2614409
10/08/2026 15:30:00,380.55,382.4,378.5,382,5099549
11/08/2026 15:30:00,382,382,377.5,380,2965048
12/08/2026 15:30:00,378.6,380,374.1,379.45,4430571
13/08/2026 15:30:00,378.5,382.8,378.05,382.8,3403131
14/08/2026 15:30:00,382.5,390.4,379.6,382.05,8187038
17/08/2026 15:30:00,382.05,383.05,378.05,381.5,2658590
18/08/2026 15:30:00,378.4,382.05,378.4,381,2827459
19/08/2026 15:30:00,380,380.75,375.05,378.9,3880698
20/08/2026 15:30:00,379.3,379.9,375,375.25,4261349
21/08/2026 15:30:00,375.7,377.75,373.05,374.3,4141292
24/08/2026 15:30:00,374.3,378.05,371.5,373.5,3748709
25/08/2026 15:30:00,373,374.2,368.55,370.6,9167396
26/08/2026 15:30:00,373,376.35,364,364,5101404
